ensembl_id,gene_name,baseMean,TP317_vs_CONTR_log2FC,TP317_vs_CONTR_pvalue,TP317_vs_CONTR_padj
ENSMUSG00000000568,Hnrnpd,11248.184314403223,-0.14159759012382897,0.7450438729955998,0.9413402359214041
ENSMUSG00000000579,Dynlt1c,1922.638820214382,0.9684060289221337,0.02370984100267026,0.23593256701607407
ENSMUSG00000000581,C1d,2713.811381830258,-0.3471035343515954,0.40843740583300137,0.8065747545245446
ENSMUSG00000000594,Gm2a,7453.036791736902,1.4410460885188296,0.018594844531918425,0.20765304942683654
ENSMUSG00000000600,Krit1,2049.30234614365,0.2628200038061108,0.6319476910111927,0.9123855601444963
ENSMUSG00000000605,Clcn4,2291.7058250250457,0.18103289720469806,0.7768209193032956,0.95100746192855
ENSMUSG00000000627,Sema4f,58.456028820784766,0.5368517687775616,0.5637669299390232,0.8899924118762595
ENSMUSG00000000628,Hk2,6366.194615768783,-0.1398262078447646,0.7900325471475917,0.953002224008792
ENSMUSG00000000631,Myo18a,7850.207675810925,0.7862912341210495,0.23654285511692374,0.6631328936673754
ENSMUSG00000000632,Sez6,1.9931598473155123,-3.9798289758978185,0.40853797813125314,
ENSMUSG00000000673,Haao,74.65353388562485,3.4941162228388687,0.004868123694408488,0.09646862301160149
ENSMUSG00000000682,Cd52,5440.441440091749,2.2695894881710017,0.0022512592529940504,0.05941360422543741
ENSMUSG00000000686,Abhd15,97.29054806764495,1.0330277193903614,0.17813076803339933,0.5961191495818572
ENSMUSG00000000690,Hoxb6,14.876790989639272,1.857373177077308,0.27789050594537135,0.7072901139012083
ENSMUSG00000000693,Loxl3,5138.217601427318,-0.5531352291934758,0.5307413804737859,0.8742304105117088
ENSMUSG00000000706,Btn1a1,125.3196260839114,-5.682545322894561,4.905591748166792e-05,0.004289058882341363
ENSMUSG00000000708,Kat2b,3414.77152554287,0.4247931688199326,0.4461979518628971,0.8303687736703708
ENSMUSG00000000711,Rab5b,5895.562711498444,-0.36930692281772415,0.39876308399572824,0.7997018044590871
ENSMUSG00000000724,Cryba1,1.3288450769594564,4.356457884697176,0.3473517580958265,
ENSMUSG00000000730,Dnmt3l,60.94991459217206,-0.06814518810174253,0.9363117326423863,0.9883173767162311
ENSMUSG00000000731,Aire,2.960128573938347,-4.541862926784213,0.3449634521831847,
ENSMUSG00000000732,Icosl,1107.004882602107,2.008591095825656,0.02751815868787189,0.2546317361506048
ENSMUSG00000000738,Spg7,4605.364427591544,-0.24162808704569236,0.5914080219550302,0.8996612893047802
ENSMUSG00000000739,Sult5a1,8.393076347268979,0.588580730189703,0.8163931827947761,
ENSMUSG00000000740,Rpl13,49657.869939302866,0.11907092903060894,0.8288396731595533,0.9632949674960201
ENSMUSG00000000743,Chmp1a,6304.9844466049335,-0.026957233817377597,0.9513667096054259,0.989888758386185
ENSMUSG00000000751,Rpa1,5563.326751888651,-0.34683046019272107,0.4080834435126167,0.8065472822199687
ENSMUSG00000000753,Serpinf1,6680.552621837221,-1.2817078668599398,0.0996277506995341,0.467963711885696
ENSMUSG00000000759,Tubgcp3,2501.7438348512705,-0.19638747600287396,0.6562954774505084,0.9205076238749066
ENSMUSG00000000776,Polr3d,2093.2323245381504,-0.16474955652134785,0.7055134684562789,0.9334333443013999
ENSMUSG00000000782,Tcf7,1672.7580142288236,0.1509190788964625,0.7323370306105885,0.9381182406035676
ENSMUSG00000000787,Ddx3x,28431.512583411193,-1.132965296105427,0.029739181985540267,0.2648183833808287
ENSMUSG00000000791,Il12rb1,2441.146664316964,2.4162232218235906,0.07993906682082703,0.42129067941786935
ENSMUSG00000000792,Slc5a5,3.2904273375608897,2.0774730586408157,0.5887996573626695,
ENSMUSG00000000794,Kcnn3,15.404279779641707,1.2541754351347574,0.3562184849130344,0.7708669106419483
ENSMUSG00000000804,Usp32,3610.8357674141103,-1.012639680128563,0.028870692344660696,0.2612795822573299
ENSMUSG00000000805,Car4,68.92418345046124,1.109956470243107,0.34828838753540414,0.7669668844479967
ENSMUSG00000000811,Txnrd3,803.9962894923913,-0.310295966565354,0.5045547097760138,0.861622724734596
ENSMUSG00000000817,Fasl,307.4442436082698,3.0711302465609873,0.000984655492622675,0.03582753551035757
ENSMUSG00000000823,Zfp512b,2007.7559140301896,0.007637427925038881,0.9875383976199453,0.9971482125971114
ENSMUSG00000000826,Dnajc5,6969.45706975437,-0.1440495148278463,0.7491854209820508,0.9425981884762142
ENSMUSG00000000827,Tpd52l2,6055.721063616073,0.10404865884567789,0.8027604423565419,0.9556536543018282
ENSMUSG00000000838,Fmr1,3884.1482696512517,-0.4614296100950493,0.30120674353763355,0.7277345939308558
ENSMUSG00000000861,Bcl11a,16.003002296625937,2.4502944115182643,0.2771896268286943,0.7068472842717844
ENSMUSG00000000869,Il4,37.21763027395465,-0.055427846738877,0.9467083602531248,0.9892320322233152
